direction	spBLEU	chrF++	len_ratio
ace_Arab-fra_Latn	15.2	33.1
ace_Arab-fur_Latn	10.7	29.1
ace_Arab-fuv_Latn	2	16.9
ace_Arab-gaz_Latn	4.2	24.8
ace_Arab-gla_Latn	9.9	29.8
ace_Arab-gle_Latn	11.5	29.5
ace_Arab-glg_Latn	12	31.4
ace_Arab-grn_Latn	6.8	24.6
ace_Arab-guj_Gujr	11.8	25.7
ace_Arab-hat_Latn	9.3	29.1
ace_Arab-hau_Latn	8.4	29.7
ace_Arab-heb_Hebr	12.8	26.8
ace_Arab-hin_Deva	12.2	27.1
ace_Arab-hne_Deva	9.7	25.4
ace_Arab-hrv_Latn	10.7	29.2
ace_Arab-hun_Latn	11.2	28.1
ace_Arab-hye_Armn	13.9	27.1
ace_Arab-ibo_Latn	8.1	25.4
ace_Arab-ilo_Latn	9.8	34
ace_Arab-ind_Latn	15.1	37.2
ace_Arab-isl_Latn	10.4	26.4
ace_Arab-ita_Latn	11.8	30.9
ace_Arab-jav_Latn	9.3	31.2
ace_Arab-jpn_Jpan	7.3	11.8
ace_Arab-kab_Latn	6.2	23.1
ace_Arab-kac_Latn	6.7	27.7
ace_Arab-kam_Latn	3.3	20.8
ace_Arab-kan_Knda	12.3	26.8
ace_Arab-kas_Arab	7	19.2
ace_Arab-kas_Deva	2.2	12.2
ace_Arab-kat_Geor	13.6	28.1
ace_Arab-kaz_Cyrl	10.5	27.2
ace_Arab-kbp_Latn	3.6	19.2
ace_Arab-kea_Latn	5.3	20.9
ace_Arab-khk_Cyrl	9.1	24.7
ace_Arab-khm_Khmr	10.1	21.1
ace_Arab-kik_Latn	3.4	20.1
ace_Arab-kin_Latn	8.1	28.9
ace_Arab-kir_Cyrl	9.8	25.8
ace_Arab-kmb_Latn	2.6	20.3
ace_Arab-kmr_Latn	6.8	23.9
ace_Arab-knc_Arab	4.5	8.7
ace_Arab-knc_Latn	2.8	20
ace_Arab-kon_Latn	8.4	32.1
ace_Arab-kor_Hang	8.8	14.8
ace_Arab-lao_Laoo	11.4	26.1
ace_Arab-lij_Latn	10.5	26
ace_Arab-lim_Latn	7.7	26.7
ace_Arab-lin_Latn	9.1	32.8
ace_Arab-lit_Latn	9.5	28.1
ace_Arab-lmo_Latn	4.3	22.5
ace_Arab-ltg_Latn	8.8	26.5
ace_Arab-ltz_Latn	9.6	28
ace_Arab-lua_Latn	4	25.9
ace_Arab-lug_Latn	4.2	25.6
ace_Arab-luo_Latn	6.6	26.7
ace_Arab-lus_Latn	7.4	26.7
ace_Arab-lvs_Latn	8.8	27.4
ace_Arab-mag_Deva	11.7	27.1
ace_Arab-mai_Deva	6.1	20.4
ace_Arab-mal_Mlym	13.4	26.1
ace_Arab-mar_Deva	9.9	24.8
ace_Arab-min_Latn	9.8	31.4
ace_Arab-mkd_Cyrl	12.1	30.5
ace_Arab-mlt_Latn	15.1	30.2
ace_Arab-mni_Beng	10.3	23
ace_Arab-mos_Latn	2	15.2
ace_Arab-mri_Latn	9.5	30.4
ace_Arab-mya_Mymr	8	19.8
ace_Arab-nld_Latn	11.3	31.3
ace_Arab-nno_Latn	9.2	28.6
ace_Arab-nob_Latn	9.8	30.2
ace_Arab-npi_Deva	9.3	23.4
ace_Arab-nso_Latn	9	31.2
ace_Arab-nus_Latn	7.4	21.9
ace_Arab-nya_Latn	6.8	28.9
ace_Arab-oci_Latn	11.9	29.6
ace_Arab-ory_Orya	10.3	22.2
ace_Arab-pag_Latn	7.7	29.7
ace_Arab-pan_Guru	12.4	24.3
ace_Arab-pap_Latn	10.4	30
ace_Arab-pbt_Arab	7.8	22.6
ace_Arab-pes_Arab	10.5	26.1
ace_Arab-plt_Latn	8.4	31.2
ace_Arab-pol_Latn	10.4	26.8
ace_Arab-por_Latn	14.3	32.7
ace_Arab-prs_Arab	9.1	26.3
ace_Arab-quy_Latn	2.8	22.1
ace_Arab-ron_Latn	12.6	30.8
ace_Arab-run_Latn	6.8	26.4
ace_Arab-rus_Cyrl	11.2	27.5
ace_Arab-sag_Latn	5.4	27
ace_Arab-san_Deva	2.6	16.7
ace_Arab-sat_Beng	10.3	18.9
ace_Arab-scn_Latn	7.9	27.2
ace_Arab-shn_Mymr	5.9	23.9
ace_Arab-sin_Sinh	15	23.8
ace_Arab-slk_Latn	10.2	27.1
ace_Arab-slv_Latn	10.4	28.8
ace_Arab-smo_Latn	11.2	32.4
ace_Arab-sna_Latn	6.8	27.3
ace_Arab-snd_Arab	9.2	23.5
ace_Arab-som_Latn	6	27.4
ace_Arab-sot_Latn	7.2	28.7
ace_Arab-spa_Latn	11.5	31.1
ace_Arab-srd_Latn	11.1	30.9
ace_Arab-srp_Cyrl	11.1	28.4
ace_Arab-ssw_Latn	5.8	26.9
ace_Arab-sun_Latn	7.8	29
ace_Arab-swe_Latn	11.9	31.1
ace_Arab-swh_Latn	11.7	33
ace_Arab-szl_Latn	9.8	26
ace_Arab-tam_Taml	12.1	29.3
ace_Arab-taq_Latn	2.5	18.3
ace_Arab-taq_Tfng	4.3	15.4
ace_Arab-tat_Cyrl	10.7	26.7
ace_Arab-tel_Telu	12.6	26.7
ace_Arab-tgk_Cyrl	11.9	27.4
ace_Arab-tgl_Latn	12.6	36.1
ace_Arab-tha_Thai	15.4	23.2
ace_Arab-tir_Ethi	6.8	14.2
ace_Arab-tpi_Latn	7.9	30.8
ace_Arab-tsn_Latn	9	30.7
ace_Arab-tso_Latn	8	30
ace_Arab-tuk_Latn	7	23.5
ace_Arab-tum_Latn	4.9	23.8
ace_Arab-tur_Latn	11.4	28.6
ace_Arab-twi_Latn	5.7	24.3
ace_Arab-tzm_Tfng	10.1	22.6
ace_Arab-uig_Arab	11.6	25.6
ace_Arab-ukr_Cyrl	10.7	26.6
ace_Arab-umb_Latn	2.4	22.6
ace_Arab-urd_Arab	9.2	25.3
ace_Arab-uzn_Latn	8.2	26.9
ace_Arab-vec_Latn	8.1	27.6
ace_Arab-vie_Latn	14.5	30.8
ace_Arab-war_Latn	10.6	33.1
ace_Arab-wol_Latn	3.6	20.3
ace_Arab-xho_Latn	8	27.8
ace_Arab-ydd_Hebr	7.8	24.2
ace_Arab-yor_Latn	5.8	18.9
ace_Arab-yue_Hant	6.2	7.9
ace_Arab-zho_Hans	10.4	10.4
ace_Arab-zho_Hant	5.6	7
ace_Arab-zsm_Latn	13.1	35.7
ace_Arab-zul_Latn	8.9	28.9
ace_Latn-ace_Arab	5.6	16.5
ace_Latn-acm_Arab	5.4	20.9
ace_Latn-acq_Arab	11.3	23.1
ace_Latn-aeb_Arab	11.3	27.3
ace_Latn-afr_Latn	22.3	43.7
ace_Latn-ajp_Arab	15.6	31.6
ace_Latn-aka_Latn	8.2	27.5
ace_Latn-als_Latn	21.7	41.3
ace_Latn-amh_Ethi	19.4	26.3
ace_Latn-apc_Arab	17.4	32.4
ace_Latn-arb_Arab	24	38.6
ace_Latn-ars_Arab	14.5	27.7
ace_Latn-ary_Arab	11.7	28.1
ace_Latn-arz_Arab	15	31.3
ace_Latn-asm_Beng	14.8	27.1
ace_Latn-ast_Latn	18.5	39.1
ace_Latn-awa_Deva	14.3	30
ace_Latn-ayr_Latn	6.6	28
ace_Latn-azb_Arab	3.8	19.7
ace_Latn-azj_Latn	14.7	32.1
ace_Latn-bak_Cyrl	18.9	35.8
ace_Latn-bam_Latn	6.7	25.9
ace_Latn-ban_Latn	14.5	38
ace_Latn-bel_Cyrl	16.6	31.3
ace_Latn-bem_Latn	9.5	31.7
ace_Latn-ben_Beng	21.3	34.4
ace_Latn-bho_Deva	13.5	30.4
ace_Latn-bjn_Arab	4.8	15.2
ace_Latn-bjn_Latn	15.7	40.2
ace_Latn-bod_Tibt	5.1	24.5
ace_Latn-bos_Latn	20.8	39.8
ace_Latn-bug_Latn	7.3	30
ace_Latn-bul_Cyrl	25.3	42.8
ace_Latn-cat_Latn	25.9	44.3
ace_Latn-ceb_Latn	21.3	44.1
ace_Latn-ces_Latn	21.4	38.3
ace_Latn-cjk_Latn	3.3	22
ace_Latn-ckb_Arab	15.5	34.4
ace_Latn-crh_Latn	15.7	34.7
ace_Latn-cym_Latn	28.1	44
ace_Latn-dan_Latn	25	44.8
ace_Latn-deu_Latn	23.1	42.5
ace_Latn-dik_Latn	4.6	21.1
ace_Latn-dyu_Latn	2.7	18.3
ace_Latn-dzo_Tibt	8.5	28.5
ace_Latn-ell_Grek	22.9	36.8
ace_Latn-eng_Latn	34.4	52.1
ace_Latn-epo_Latn	22.5	42.6
ace_Latn-est_Latn	19	39
ace_Latn-eus_Latn	16.5	37.1
ace_Latn-ewe_Latn	11.8	31.6
ace_Latn-fao_Latn	16.7	35.2
ace_Latn-fij_Latn	17.3	40.3
ace_Latn-fin_Latn	17.9	37.8
ace_Latn-fon_Latn	5.1	18.3
ace_Latn-fra_Latn	28.6	45.8
ace_Latn-fur_Latn	19.3	37.7
ace_Latn-fuv_Latn	4.2	20.5
ace_Latn-gaz_Latn	9	31.2
ace_Latn-gla_Latn	17	37.3
ace_Latn-gle_Latn	21.9	40
ace_Latn-glg_Latn	22.4	42.5
ace_Latn-grn_Latn	10.9	29.3
ace_Latn-guj_Gujr	21.1	35.8
ace_Latn-hat_Latn	18	38.5
ace_Latn-hau_Latn	19.2	40.4
ace_Latn-heb_Hebr	22.9	37.5
ace_Latn-hin_Deva	21.6	37.9
ace_Latn-hne_Deva	17.6	34.7
ace_Latn-hrv_Latn	20.6	40
ace_Latn-hun_Latn	20.1	38.1
ace_Latn-hye_Armn	23	37
ace_Latn-ibo_Latn	14.1	33.3
ace_Latn-ilo_Latn	17.4	41.8
ace_Latn-ind_Latn	31.1	52.7
ace_Latn-isl_Latn	20.2	36.6
ace_Latn-ita_Latn	20.8	40.5
ace_Latn-jav_Latn	17.9	41.1
ace_Latn-jpn_Jpan	13.7	19.3
ace_Latn-kab_Latn	11	28.7
ace_Latn-kac_Latn	11.4	33.4
ace_Latn-kam_Latn	5.3	23.8
ace_Latn-kan_Knda	22.7	37.2
ace_Latn-kas_Arab	10.8	23.7
ace_Latn-kas_Deva	3	13.8
ace_Latn-kat_Geor	22.6	37
ace_Latn-kaz_Cyrl	19.1	36.6
ace_Latn-kbp_Latn	7	23
ace_Latn-kea_Latn	12.7	31.2
ace_Latn-khk_Cyrl	17	33.2
ace_Latn-khm_Khmr	16.4	29.5
ace_Latn-kik_Latn	6.5	24.1
ace_Latn-kin_Latn	17.7	39.2
ace_Latn-kir_Cyrl	17.3	34
ace_Latn-kmb_Latn	3.8	22.6
ace_Latn-kmr_Latn	13.2	31.4
ace_Latn-knc_Arab	5	8.5
ace_Latn-knc_Latn	5.3	23
ace_Latn-kon_Latn	15.2	39.2
ace_Latn-kor_Hang	16.4	23.3
ace_Latn-lao_Laoo	20.9	35.9
ace_Latn-lij_Latn	19	34.9
ace_Latn-lim_Latn	13.3	33.7
ace_Latn-lin_Latn	16.3	40.8
ace_Latn-lit_Latn	19.3	39.1
ace_Latn-lmo_Latn	6.7	26.8
ace_Latn-ltg_Latn	16.8	34.7
ace_Latn-ltz_Latn	18.8	38
ace_Latn-lua_Latn	8.5	31.4
ace_Latn-lug_Latn	9.5	32.6
ace_Latn-luo_Latn	11.6	32.7
ace_Latn-lus_Latn	11.5	32.3
ace_Latn-lvs_Latn	18.2	37.8
ace_Latn-mag_Deva	20.3	37.2
ace_Latn-mai_Deva	11.5	28.3
ace_Latn-mal_Mlym	22.6	36
ace_Latn-mar_Deva	17.4	33.8
ace_Latn-min_Latn	20.3	43.1
ace_Latn-mkd_Cyrl	23.4	42.5
ace_Latn-mlt_Latn	28.8	42.9
ace_Latn-mni_Beng	18.3	29.3
ace_Latn-mos_Latn	4.3	19.5
ace_Latn-mri_Latn	15.1	37.1
ace_Latn-mya_Mymr	10.8	23.7
ace_Latn-nld_Latn	20	40.6
ace_Latn-nno_Latn	17.7	38.2
ace_Latn-nob_Latn	19.5	40.9
ace_Latn-npi_Deva	17.7	34
ace_Latn-nso_Latn	18.2	40.7
ace_Latn-nus_Latn	11.5	25.1
ace_Latn-nya_Latn	12.4	36.2
ace_Latn-oci_Latn	20.7	39.1
ace_Latn-ory_Orya	17.4	30.8
ace_Latn-pag_Latn	15.6	38.3
ace_Latn-pan_Guru	21.5	34.2
ace_Latn-pap_Latn	21.6	41.2
ace_Latn-pbt_Arab	14.2	29.2
ace_Latn-pes_Arab	20	36.1
ace_Latn-plt_Latn	16.4	40.1
ace_Latn-pol_Latn	19.2	35.8
ace_Latn-por_Latn	27.5	45.5
ace_Latn-prs_Arab	17.4	36.2
ace_Latn-quy_Latn	5	25.6
ace_Latn-ron_Latn	24.7	42.5
ace_Latn-run_Latn	13.6	34.2
ace_Latn-rus_Cyrl	23.2	39.5
ace_Latn-sag_Latn	8.4	31.3
ace_Latn-san_Deva	5.2	20.5
ace_Latn-sat_Beng	12.7	19.7
ace_Latn-scn_Latn	14.6	34.6
ace_Latn-shn_Mymr	10.1	28.7
ace_Latn-sin_Sinh	23.2	31.5
ace_Latn-slk_Latn	20.5	38.3
ace_Latn-slv_Latn	19.7	38.8
ace_Latn-smo_Latn	18.7	40.5
ace_Latn-sna_Latn	13.3	35.1
ace_Latn-snd_Arab	17	31.3
ace_Latn-som_Latn	12	34.3
ace_Latn-sot_Latn	13.8	36.7
ace_Latn-spa_Latn	19.5	40.2
ace_Latn-srd_Latn	20.4	40.2
ace_Latn-srp_Cyrl	21.6	39.5
ace_Latn-ssw_Latn	11.7	34.3
ace_Latn-sun_Latn	15.6	37.5
ace_Latn-swe_Latn	24.4	43.5
ace_Latn-swh_Latn	22.8	44.7
ace_Latn-szl_Latn	17.4	33.9
ace_Latn-tam_Taml	21.4	38.6
ace_Latn-taq_Latn	3.8	20.4
ace_Latn-taq_Tfng	5.1	15.7
ace_Latn-tat_Cyrl	20.3	36.9
ace_Latn-tel_Telu	23	37.3
ace_Latn-tgk_Cyrl	21.4	37.6
ace_Latn-tgl_Latn	22.8	46.2
ace_Latn-tha_Thai	24.5	32
ace_Latn-tir_Ethi	12	19.3
ace_Latn-tpi_Latn	13.8	36.9
ace_Latn-tsn_Latn	16.8	38.7
ace_Latn-tso_Latn	16.7	39.2
ace_Latn-tuk_Latn	12.9	31.5
ace_Latn-tum_Latn	8.8	28.8
ace_Latn-tur_Latn	21.6	39.5
ace_Latn-twi_Latn	10.3	30.2
ace_Latn-tzm_Tfng	15.2	26.1
ace_Latn-uig_Arab	17.2	31.4
ace_Latn-ukr_Cyrl	21.6	38.2
ace_Latn-umb_Latn	3.7	24.8
ace_Latn-urd_Arab	17.4	34.6
ace_Latn-uzn_Latn	16	35.7
ace_Latn-vec_Latn	15.3	36.3
ace_Latn-vie_Latn	27.3	44.4
ace_Latn-war_Latn	18.5	41.7
ace_Latn-wol_Latn	7.3	25
ace_Latn-xho_Latn	16.5	37.5
ace_Latn-ydd_Hebr	12.9	30.3
ace_Latn-yor_Latn	10.5	23.3
ace_Latn-yue_Hant	10.2	12.9
ace_Latn-zho_Hans	18.4	16.4
ace_Latn-zho_Hant	7.2	9.1
ace_Latn-zsm_Latn	27.2	49.9
ace_Latn-zul_Latn	17.3	38.2
acm_Arab-ace_Arab	3.2	13.5
acm_Arab-ace_Latn	7.9	32.6
acm_Arab-acq_Arab	34.3	49.4
acm_Arab-aeb_Arab	28.2	43.9
acm_Arab-afr_Latn	29.6	52.5
acm_Arab-ajp_Arab	31.7	47.7
acm_Arab-aka_Latn	8.3	29.9
acm_Arab-als_Latn	29.3	50.3
acm_Arab-amh_Ethi	24	32.5
acm_Arab-apc_Arab	30.1	45.3
acm_Arab-arb_Arab	46.7	62.6
acm_Arab-ars_Arab	41.6	55.3
acm_Arab-ary_Arab	23.3	39.5
acm_Arab-arz_Arab	37.1	51.2
acm_Arab-asm_Beng	19	33.1
acm_Arab-ast_Latn	25	49.2
acm_Arab-awa_Deva	15.5	33.3
acm_Arab-ayr_Latn	6.7	29.9
acm_Arab-azb_Arab	4.5	23.9
acm_Arab-azj_Latn	20.7	40.1
acm_Arab-bak_Cyrl	23.2	42.1
acm_Arab-bam_Latn	6.2	27.1
acm_Arab-ban_Latn	13.1	39.2
acm_Arab-bel_Cyrl	23.4	38.7
acm_Arab-bem_Latn	10.2	34.9
acm_Arab-ben_Beng	26.8	41.5
acm_Arab-bho_Deva	16.5	36.1
acm_Arab-bjn_Arab	3.3	12
acm_Arab-bjn_Latn	15.8	42.6
acm_Arab-bod_Tibt	7.1	28.2
acm_Arab-bos_Latn	28.6	49
acm_Arab-bug_Latn	6.3	30.6
acm_Arab-bul_Cyrl	36.1	54.1
acm_Arab-cat_Latn	35	54.4
acm_Arab-ceb_Latn	26	50.6
acm_Arab-ces_Latn	29.6	47.3
acm_Arab-cjk_Latn	2.7	22.7
acm_Arab-ckb_Arab	20.4	41.4
acm_Arab-crh_Latn	21	41.5
acm_Arab-cym_Latn	37.3	54.3
acm_Arab-dan_Latn	33.9	54.7
acm_Arab-deu_Latn	33.2	52.9
acm_Arab-dik_Latn	3.8	21.3
acm_Arab-dyu_Latn	2.4	19.3
acm_Arab-dzo_Tibt	11.4	33
acm_Arab-ell_Grek	31	46
acm_Arab-eng_Latn	43.3	63.1
acm_Arab-epo_Latn	28.9	49.9
acm_Arab-est_Latn	26.1	47.7
acm_Arab-eus_Latn	22.1	44.2
acm_Arab-ewe_Latn	13.6	35.4
acm_Arab-fao_Latn	22.6	42.3
acm_Arab-fij_Latn	20.3	45.6
acm_Arab-fin_Latn	26	48.1
acm_Arab-fon_Latn	4.7	19.2
acm_Arab-fra_Latn	39.2	57.6
acm_Arab-fur_Latn	27.1	46.8
acm_Arab-fuv_Latn	3.6	21.7
acm_Arab-gaz_Latn	10.7	35.3
acm_Arab-gla_Latn	23	45.1
acm_Arab-gle_Latn	29.4	48.4
acm_Arab-glg_Latn	30	52.1
acm_Arab-grn_Latn	12.9	33.5
acm_Arab-guj_Gujr	26.1	43
acm_Arab-hat_Latn	22.5	45.7
acm_Arab-hau_Latn	21.1	46
acm_Arab-heb_Hebr	33.2	48.1
acm_Arab-hin_Deva	27.6	46.8
acm_Arab-hne_Deva	20.4	41.7
acm_Arab-hrv_Latn	28.7	49.3
acm_Arab-hun_Latn	28.2	47.6
acm_Arab-hye_Armn	30.5	45.5
acm_Arab-ibo_Latn	16.6	38.4
acm_Arab-ilo_Latn	20.6	47.9
acm_Arab-ind_Latn	33.3	57.6
acm_Arab-isl_Latn	27.6	44.7
acm_Arab-ita_Latn	29.1	50.2
acm_Arab-jav_Latn	19	45.7
acm_Arab-jpn_Jpan	16.5	21.9
acm_Arab-kab_Latn	13.2	32.3
acm_Arab-kac_Latn	13.1	37.5
acm_Arab-kam_Latn	4.3	23.2
acm_Arab-kan_Knda	28.9	44.9
acm_Arab-kas_Arab	13.2	28.2
acm_Arab-kas_Deva	3.1	15.2
acm_Arab-kat_Geor	29.6	45
acm_Arab-kaz_Cyrl	23	44.8
acm_Arab-kbp_Latn	7.9	24.8
acm_Arab-kea_Latn	17.8	39.9
acm_Arab-khk_Cyrl	22.9	40.5
acm_Arab-khm_Khmr	21.1	33.2
acm_Arab-kik_Latn	6.8	25.1
acm_Arab-kin_Latn	21.1	44.9
acm_Arab-kir_Cyrl	22.2	41.4
acm_Arab-kmb_Latn	3.1	23
acm_Arab-kmr_Latn	15.5	35.8
acm_Arab-knc_Arab	4.6	10.5
acm_Arab-knc_Latn	5.5	24.7
acm_Arab-kon_Latn	17.9	43.9
acm_Arab-kor_Hang	20.7	28.7
acm_Arab-lao_Laoo	26.3	40.3
acm_Arab-lij_Latn	25.5	43.4
acm_Arab-lim_Latn	16.9	39.5
acm_Arab-lin_Latn	17.8	45.3
acm_Arab-lit_Latn	26.8	48
acm_Arab-lmo_Latn	7.6	30.8
acm_Arab-ltg_Latn	23.6	42.2
acm_Arab-ltz_Latn	25.6	46.2
acm_Arab-lua_Latn	7.7	33.5
acm_Arab-lug_Latn	9.9	36.2
acm_Arab-luo_Latn	12.8	36.8
acm_Arab-lus_Latn	12.4	35.7
acm_Arab-lvs_Latn	25.6	46.9
acm_Arab-mag_Deva	24.3	44.5
acm_Arab-mai_Deva	14.7	34.9
acm_Arab-mal_Mlym	29.3	44.4
acm_Arab-mar_Deva	21.9	40.1
acm_Arab-min_Latn	19.5	45
acm_Arab-mkd_Cyrl	32	52.5
acm_Arab-mlt_Latn	36.4	52.2
acm_Arab-mni_Beng	20.8	33.4
acm_Arab-mos_Latn	4.2	20.3
acm_Arab-mri_Latn	18.9	42.3
acm_Arab-mya_Mymr	12.9	26.9
acm_Arab-nld_Latn	26.9	48.9
acm_Arab-nno_Latn	22.1	44.7
acm_Arab-nob_Latn	26.6	49.2
acm_Arab-npi_Deva	22.3	41.3
acm_Arab-nso_Latn	21.5	46.5
acm_Arab-nus_Latn	11.9	27.2
acm_Arab-nya_Latn	14	41.2
acm_Arab-oci_Latn	28.7	48.8
acm_Arab-ory_Orya	22.3	39.2
acm_Arab-pag_Latn	15.9	42.3
acm_Arab-pan_Guru	26.8	41
acm_Arab-pap_Latn	27.8	48.8
acm_Arab-pbt_Arab	17.3	33.9
acm_Arab-pes_Arab	26.4	44.2
acm_Arab-plt_Latn	19.6	46.5
acm_Arab-pol_Latn	25.7	43.5
acm_Arab-por_Latn	36.1	55.8
acm_Arab-prs_Arab	23.4	44.2
acm_Arab-quy_Latn	5.3	28
acm_Arab-ron_Latn	33.6	52.3
acm_Arab-run_Latn	16.4	39.4
acm_Arab-rus_Cyrl	31.3	48.8
acm_Arab-sag_Latn	9.3	34.7
acm_Arab-san_Deva	7	25.3
acm_Arab-sat_Beng	15.5	24.1
acm_Arab-scn_Latn	17.8	40.5
acm_Arab-shn_Mymr	12	31
acm_Arab-sin_Sinh	29.1	37.5
acm_Arab-slk_Latn	30.1	48.8
acm_Arab-slv_Latn	28.8	48.9
acm_Arab-smo_Latn	22.2	46
acm_Arab-sna_Latn	15.4	39.9
acm_Arab-snd_Arab	22.6	40.2
acm_Arab-som_Latn	13.8	39
acm_Arab-sot_Latn	17.2	42.7
acm_Arab-spa_Latn	26.3	48.4
acm_Arab-srd_Latn	25.7	48.1
acm_Arab-srp_Cyrl	30.3	49.5
acm_Arab-ssw_Latn	14.7	39.5
acm_Arab-sun_Latn	15.5	40.3
acm_Arab-swe_Latn	34.1	53.9
acm_Arab-swh_Latn	27.7	51.5
acm_Arab-szl_Latn	24.5	41.5
acm_Arab-tam_Taml	27.8	46.7
acm_Arab-taq_Latn	3.5	21.2
acm_Arab-taq_Tfng	4.4	16
acm_Arab-tat_Cyrl	24.2	44.1
acm_Arab-tel_Telu	28.7	44.5
acm_Arab-tgk_Cyrl	28.9	45.8
acm_Arab-tgl_Latn	28.3	53.3
acm_Arab-tha_Thai	31.2	38.1
acm_Arab-tir_Ethi	14.6	23.2
acm_Arab-tpi_Latn	15.3	40.5
acm_Arab-tsn_Latn	20.7	44.3
acm_Arab-tso_Latn	19.9	45.1
acm_Arab-tuk_Latn	17.5	38.3
acm_Arab-tum_Latn	8.7	30.7
acm_Arab-tur_Latn	27.9	48.9
acm_Arab-twi_Latn	11.5	34.3
acm_Arab-tzm_Tfng	17.5	29.4
acm_Arab-uig_Arab	25.7	42.7
acm_Arab-ukr_Cyrl	28.8	47
acm_Arab-umb_Latn	3.3	27.1
acm_Arab-urd_Arab	23.3	42.6
acm_Arab-uzn_Latn	19.4	43.9
acm_Arab-vec_Latn	18.9	43.1
acm_Arab-vie_Latn	34	52.3
acm_Arab-war_Latn	21.9	47.4
acm_Arab-wol_Latn	7.5	27.7
acm_Arab-xho_Latn	18.2	43.1
acm_Arab-ydd_Hebr	14	33.4
acm_Arab-yor_Latn	12.4	27.5
acm_Arab-yue_Hant	13.7	15.3
acm_Arab-zho_Hans	24.5	20.1
acm_Arab-zho_Hant	12.3	12.6
acm_Arab-zsm_Latn	30.6	55.9
acm_Arab-zul_Latn	22.4	45.8
acq_Arab-ace_Arab	3.6	13.8
acq_Arab-ace_Latn	8.1	33
acq_Arab-acm_Arab	34.3	49.5
acq_Arab-aeb_Arab	27.8	43.6
acq_Arab-afr_Latn	30.4	53.4
acq_Arab-ajp_Arab	32.2	48.4
acq_Arab-aka_Latn	8.9	31
acq_Arab-als_Latn	30.2	51.4
acq_Arab-amh_Ethi	24.5	33.3
acq_Arab-apc_Arab	30.1	45.5
acq_Arab-arb_Arab	47.6	63.8
acq_Arab-ars_Arab	42.6	56.5
acq_Arab-ary_Arab	23.6	39.7
acq_Arab-arz_Arab	37.7	52
acq_Arab-asm_Beng	19.4	33.4
acq_Arab-ast_Latn	25.6	49.9
acq_Arab-awa_Deva	14.5	31.2
acq_Arab-ayr_Latn	6.9	30.3
acq_Arab-azb_Arab	4.6	24
acq_Arab-azj_Latn	21.2	40.6
acq_Arab-bak_Cyrl	23.9	43.3
acq_Arab-bam_Latn	6.4	28
acq_Arab-ban_Latn	13.7	40
acq_Arab-bel_Cyrl	23.8	39.2
acq_Arab-bem_Latn	10.4	35.4
acq_Arab-ben_Beng	27.5	42.5
acq_Arab-bho_Deva	17.2	36.9
acq_Arab-bjn_Arab	3.1	10.9
acq_Arab-bjn_Latn	16.1	43.2
acq_Arab-bod_Tibt	6.9	28.3
acq_Arab-bos_Latn	29.6	50
